#start  end
2010/05/14	23:04:26	2010/05/16	01:30:26
2010/05/18	04:52:33	2010/05/19	07:18:33
2010/05/22	19:26:19	2010/05/23	21:52:19
2010/05/28	18:51:52	2010/05/29	21:17:52
2010/06/11	22:49:31	2010/06/13	01:15:31
2010/06/21	04:59:48	2010/06/22	07:25:48
2010/07/09	15:19:14	2010/07/11	05:57:14
2010/07/15	05:32:16	2010/07/16	06:57:16
2010/07/19	23:03:45	2010/07/21	07:35:45
2010/07/23	08:06:45	2010/07/24	10:32:45
2010/08/11	07:44:28	2010/08/12	09:09:28
2010/08/12	20:38:04	2010/08/13	22:03:04
2010/09/01	00:24:38	2010/09/02	02:50:38
2010/09/02	10:11:43	2010/09/03	11:36:43
2010/09/15	04:22:43	2010/09/16	05:47:43
2010/10/05	10:43:38	2010/10/06	12:08:38
2010/10/12	18:52:12	2010/10/13	20:17:12
2010/10/14	10:50:33	2010/10/15	13:16:33
2010/10/19	18:51:26	2010/10/20	21:17:26
2010/10/29	05:09:14	2010/10/30	07:35:14
2010/10/31	22:39:38	2010/11/02	01:05:38
2010/11/09	13:31:24	2010/11/10	14:56:24
2010/11/16	22:39:38	2010/11/18	00:04:38
2010/11/19	03:56:43	2010/11/20	06:22:43
2010/11/26	02:47:28	2010/11/27	05:13:28
2010/12/01	19:03:24	2010/12/02	21:29:24
2010/12/05	15:11:14	2010/12/06	16:36:14
2010/12/11	11:29:50	2010/12/12	13:55:50
2010/12/19	02:43:38	2010/12/20	05:09:38
2010/12/29	06:30:45	2010/12/30	09:57:45
2011/01/02	05:39:33	2011/01/03	08:05:33
2011/01/24	17:16:14	2011/01/25	18:41:14
2011/01/30	06:22:33	2011/01/31	12:52:33
2011/02/01	05:33:38	2011/02/02	06:58:38
2011/02/02	23:30:28	2011/02/04	00:55:28
2011/02/16	13:09:16	2011/02/17	14:34:16
2011/02/19	02:32:36	2011/02/20	03:57:36
2011/02/22	00:14:28	2011/02/23	02:40:28
2011/02/26	16:53:19	2011/02/27	18:18:19
2011/03/07	05:35:36	2011/03/08	13:06:36
2011/03/10	09:24:21	2011/03/11	10:49:21
2011/03/15	15:21:28	2011/03/16	16:46:28
2011/03/17	19:38:52	2011/03/19	02:08:52
2011/03/19	18:43:48	2011/03/20	21:09:48
2011/03/23	23:04:02	2011/03/25	01:30:02
2011/03/26	11:26:21	2011/03/27	12:51:21
2011/03/29	23:24:00	2011/04/01	02:14:00
2011/04/04	11:33:16	2011/04/05	13:59:16
2011/04/07	23:32:40	2011/04/09	04:00:40
2011/04/09	08:18:45	2011/04/10	10:44:45
2011/04/23	09:08:33	2011/04/24	14:37:33
2011/04/27	19:36:07	2011/04/29	05:09:07
2011/05/07	20:18:55	2011/05/08	21:43:55
2011/05/14	07:57:48	2011/05/15	12:25:48
2011/05/20	22:41:00	2011/05/22	01:07:00
2011/06/03	18:28:52	2011/06/04	19:53:52
2011/06/06	11:59:43	2011/06/07	13:24:43
2011/06/08	16:10:04	2011/06/09	18:36:04
2011/06/15	00:47:16	2011/06/16	03:13:16
2011/06/28	10:17:14	2011/06/29	12:43:14
2011/06/30	07:24:07	2011/07/01	08:49:07
2011/07/02	17:37:50	2011/07/04	16:23:50
2011/07/15	03:42:36	2011/07/16	05:07:36
2011/07/18	07:30:55	2011/07/19	09:56:55
2011/07/29	08:43:00	2011/07/30	10:08:00
2011/08/06	22:33:19	2011/08/07	23:58:19
2011/09/03	13:05:26	2011/09/04	14:30:26
2011/09/07	06:11:36	2011/09/08	07:36:36
2011/09/23	22:23:12	2011/09/25	13:01:12
2011/10/05	17:09:52	2011/10/06	19:35:52
2011/10/07	08:06:48	2011/10/08	11:33:48
2011/10/22	11:38:26	2011/10/23	13:03:26
2011/10/27	22:37:55	2011/10/29	08:10:55
2011/11/02	04:37:40	2011/11/03	06:02:40
2011/11/04	14:56:40	2011/11/05	23:28:40
2011/11/11	05:43:50	2011/11/12	08:09:50
2011/11/12	19:36:40	2011/11/13	21:01:40
2011/11/19	23:35:57	2011/11/21	02:01:57
2011/12/05	18:24:21	2011/12/06	22:52:21
2011/12/25	03:23:50	2011/12/26	05:49:50
2011/12/27	04:31:38	2011/12/28	06:57:38
2012/01/21	00:11:50	2012/01/22	01:36:50
2012/01/23	01:21:50	2012/01/24	03:47:50
2012/01/31	18:16:28	2012/02/01	19:41:28
2012/02/11	13:22:07	2012/02/12	17:50:07
2012/02/14	22:14:33	2012/02/16	00:40:33
2012/02/16	21:17:16	2012/02/18	04:48:16
2012/02/27	23:33:00	2012/02/29	16:13:00
2012/03/02	14:37:36	2012/03/03	16:02:36
2012/03/09	23:39:14	2012/03/11	05:08:14
2012/03/12	21:24:38	2012/03/13	23:50:38
2012/03/30	17:23:02	2012/03/31	20:50:02
2012/04/01	23:39:21	2012/04/03	04:07:21
2012/04/05	19:50:16	2012/04/06	21:15:16
2012/04/20	16:11:24	2012/04/21	18:37:24
2012/04/26	04:17:36	2012/04/27	05:42:36
2012/04/29	21:22:52	2012/04/30	22:47:52
2012/05/02	00:33:33	2012/05/03	01:58:33
2012/05/04	06:49:26	2012/05/05	11:17:26
2012/05/06	13:05:45	2012/05/07	15:31:45
2012/05/16	18:51:48	2012/05/17	21:17:48
2012/05/26	09:20:38	2012/05/27	11:46:38
2012/06/01	07:08:19	2012/06/02	09:34:19
2012/06/08	14:14:33	2012/06/09	16:40:33
2012/06/11	11:50:16	2012/06/12	13:15:16
2012/06/16	13:45:09	2012/06/17	15:10:09
2012/06/18	23:01:50	2012/06/21	16:05:50
2012/06/24	19:23:31	2012/06/25	21:49:31
2012/07/04	20:58:31	2012/07/05	22:23:31
2012/07/06	15:02:24	2012/07/07	17:28:24
2012/07/09	00:21:16	2012/07/10	02:47:16
2012/07/12	22:30:14	2012/07/14	00:56:14
2012/07/15	16:02:50	2012/07/16	18:28:50
2012/07/25	23:51:19	2012/07/28	01:40:19
2012/07/30	18:33:55	2012/07/31	20:59:55
2012/08/08	16:33:07	2012/08/10	06:10:07
2012/08/10	19:50:24	2012/08/12	02:20:24
2012/08/16	22:12:48	2012/08/17	23:37:48
2012/08/27	23:24:26	2012/08/29	02:51:26
2012/09/01	18:05:16	2012/09/02	20:31:16
2012/09/06	09:44:26	2012/09/07	12:10:26
2012/09/10	13:01:55	2012/09/11	15:27:55
2012/09/25	11:26:48	2012/09/26	13:52:48
2012/09/28	01:58:09	2012/09/29	03:23:09
2012/09/30	20:29:07	2012/10/01	22:55:07
2012/10/06	09:33:14	2012/10/09	13:48:14
2012/10/12	06:58:33	2012/10/13	09:24:33
2012/10/16	17:27:00	2012/10/17	20:54:00
2012/10/25	03:12:00	2012/10/26	06:39:00
2012/10/28	01:49:09	2012/10/30	06:41:09
2012/11/01	08:10:04	2012/11/02	10:36:04
2012/11/05	17:43:14	2012/11/06	19:08:14
2012/11/13	05:54:55	2012/11/14	08:20:55
2012/11/14	21:51:57	2012/11/15	23:16:57
2012/11/18	22:03:48	2012/11/20	02:31:48
2012/11/24	10:12:12	2012/11/25	11:37:12
2012/12/02	04:31:12	2012/12/03	18:08:12
2012/12/14	06:21:21	2012/12/15	07:46:21
2013/01/01	01:21:24	2013/01/02	02:46:24
2013/01/09	02:56:12	2013/01/10	05:22:12
2013/01/17	13:41:19	2013/01/18	16:07:19
2013/02/05	17:24:02	2013/02/06	19:50:02
2013/02/10	19:13:38	2013/02/11	20:38:38
2013/02/15	02:37:19	2013/02/16	04:02:19
2013/02/24	01:38:24	2013/02/25	03:03:24
2013/03/13	05:21:14	2013/03/14	07:47:14
2013/03/18	01:00:00	2013/03/19	05:28:00
2013/04/04	13:51:50	2013/04/06	17:42:50
2013/04/08	22:19:09	2013/04/10	00:45:09
2013/04/12	01:08:14	2013/04/13	15:46:14
2013/04/14	15:30:48	2013/04/19	21:34:48
2013/04/20	21:02:21	2013/04/22	06:35:21
2013/04/30	00:09:38	2013/05/01	07:40:38
2013/05/26	04:56:26	2013/05/27	07:22:26
2013/05/28	22:26:24	2013/05/30	18:09:24
2013/06/06	19:28:33	2013/06/07	20:53:33
2013/06/15	19:29:45	2013/06/18	04:25:45
2013/06/19	08:33:40	2013/06/20	09:58:40
2013/06/28	04:26:28	2013/06/29	05:51:28
2013/07/05	14:37:55	2013/07/07	13:23:55
2013/07/08	20:25:36	2013/07/10	16:08:36
2013/07/13	07:58:33	2013/07/14	23:37:33
2013/07/30	04:31:45	2013/08/01	04:18:45
2013/08/06	00:16:52	2013/08/07	11:51:52
2013/08/24	08:36:57	2013/08/25	16:07:57
2013/08/26	12:53:28	2013/08/27	14:18:28
2013/09/28	15:32:14	2013/09/29	16:57:14
2013/09/30	08:28:31	2013/10/01	09:53:31
2013/10/04	20:44:26	2013/10/06	00:11:26
2013/10/07	23:44:31	2013/10/09	05:13:31
2013/10/12	20:28:40	2013/10/13	22:54:40
2013/10/17	17:11:04	2013/10/18	18:36:04
2013/10/22	20:57:50	2013/10/25	01:49:50
2013/10/26	04:55:26	2013/10/27	06:20:26
2013/11/03	01:21:16	2013/11/04	03:47:16
2013/11/05	09:38:43	2013/11/06	11:03:43
2013/11/11	19:17:21	2013/11/12	21:43:21
2013/11/25	02:44:00	2013/11/26	05:10:00
2013/11/27	07:55:48	2013/11/28	17:28:48
2013/12/01	06:09:36	2013/12/03	08:59:36
2013/12/05	18:45:45	2013/12/06	21:11:45
2013/12/14	21:54:21	2013/12/15	23:19:21
2013/12/21	13:36:48	2013/12/22	16:02:48
2013/12/26	14:29:21	2013/12/27	16:55:21
2013/12/30	05:30:52	2013/12/31	06:55:52
2014/01/03	12:50:31	2014/01/04	14:15:31
2014/01/07	10:02:52	2014/01/08	12:28:52
2014/01/13	05:14:45	2014/01/14	07:40:45
2014/01/17	19:53:48	2014/01/18	22:19:48
2014/01/27	23:31:40	2014/01/29	00:56:40
2014/01/30	10:55:12	2014/01/31	23:31:12
2014/02/04	10:45:00	2014/02/05	12:10:00
2014/02/06	11:53:40	2014/02/07	14:19:40
2014/02/12	16:21:36	2014/02/14	06:59:36
2014/02/16	16:40:28	2014/02/17	18:05:28
2014/02/20	10:40:09	2014/02/21	18:11:09
2014/03/02	10:23:16	2014/03/03	12:49:16
2014/03/03	21:14:52	2014/03/05	02:43:52
2014/03/05	22:23:07	2014/03/06	23:48:07
2014/03/08	22:04:48	2014/03/10	00:30:48
2014/03/11	05:14:38	2014/03/12	18:51:38
2014/03/14	05:01:36	2014/03/15	06:26:36
2014/03/16	05:09:43	2014/03/17	06:34:43
2014/03/21	22:21:21	2014/03/23	00:47:21
2014/03/29	15:43:45	2014/03/30	17:08:45
2014/04/06	01:51:14	2014/04/07	04:17:14
2014/04/09	01:23:40	2014/04/10	13:59:40
2014/04/11	17:00:00	2014/04/12	20:27:00
2014/04/18	18:38:12	2014/04/19	20:03:12
2014/04/21	11:08:55	2014/04/22	12:33:55
2014/04/30	02:00:14	2014/05/01	03:25:14
2014/05/02	02:10:07	2014/05/03	04:36:07
2014/05/03	07:51:52	2014/05/04	09:16:52
2014/05/06	23:53:04	2014/05/08	01:18:04
2014/05/16	15:21:09	2014/05/17	16:46:09
2014/05/30	22:18:43	2014/06/01	13:57:43
2014/06/09	03:30:12	2014/06/10	05:56:12
2014/06/11	06:45:16	2014/06/12	08:10:16
2014/06/22	22:18:50	2014/06/24	00:44:50
2014/07/07	23:44:31	2014/07/09	02:10:31
2014/07/13	14:31:07	2014/07/14	15:56:07
2014/07/19	07:47:36	2014/07/20	09:12:36
2014/07/31	22:53:50	2014/08/02	00:18:50
2014/08/17	00:55:24	2014/08/19	00:42:24
2014/08/20	02:36:26	2014/08/21	08:05:26
2014/08/26	22:30:21	2014/08/28	20:15:21
2014/09/07	09:57:43	2014/09/08	12:23:43
2014/09/12	18:53:26	2014/09/15	16:01:26
2014/09/17	00:19:57	2014/09/18	01:44:57
2014/10/03	19:48:12	2014/10/04	22:14:12
2014/10/09	11:00:02	2014/10/10	12:25:02
2014/10/12	09:38:31	2014/10/13	12:04:31
2014/10/18	22:18:24	2014/10/20	05:49:24

